"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Aruba","ABW","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","82.8146375717133","77.3285485231518","78.1983049797031","77.3253023982612","80.1911905950961","82.2739489764899","84.8584344101019","78.5879557831431","78.9785214439442","78.9155384208437","79.7265590386764","82.1857168964607","81.3091483665978","81.8361829296287","78.4843409458356","78.9143819733672","78.449596418125","76.8613896226947","76.7864403426428","73.4598062672484","73.415038177861","74.7093460432483","73.8153341872729","74.3499895273732","76.1688266936421","75.6245505094628","75.5102498617776","77.1627180353408","75.0674003965784","74.7712820116168","73.4824385724932","72.1928466036284","68.9594349601315","68.9103889015944","72.9273373811846","68.587682025252","66.2046882288372","63.0507218978503","59.839264372206","58.0291460127154","58.7328762419915","58.6986935122322","","","",
"Albania","ALB","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","21.8348509562713","19.3179143535364","21.4114012459249","20.5424414245523","18.8609027093348","17.1236997998568","16.1545932419832","14.4594648252083","16.5795072246344","12.211494040319","13.9094012308023","13.9357573708488","13.1871489259071","12.682550271803","13.8031727760097","12.8735241625481","13.194353081554","12.8660834189453","12.9622794740207","13.5794723059983","19.397186127521","26.7231534840777","26.0302134326171","23.3632888040398","23.7413843812739","21.2324499577107","23.7475976884952","21.0111098521851","14.9978671812152","14.6284615083616","14.3561560237622","13.0044214199556","10.0480513739079","10.7572052111367","10.6119974028839","11.1483427091029","10.6461912409909","10.4643453455939","9.925081947529","9.71076915496381","9.2940913066231","9.95212072922255","","","",
"Arab World","ARB","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","14.9829198562933","14.7645165160229","13.7429065594875","13.0947089360673","12.3756645851236","11.428662360209","10.7268834300052","9.53589235354846","8.22922173351424","7.53430736537118","6.71113845050574","6.18912354585532","5.93601621222615","5.86851051794216","5.72734531429984","5.56411936517527","5.25073911475514","4.92127804803705","4.74372887556192","5.09925945869447","5.03232731838413","4.62346370694822","4.40651828683984","4.58258468050694","4.5066357600426","4.42316310563733","4.35439006166061","4.3182440562526","4.32261265590476","4.24105171591239","4.24077399362127","4.14667387081199","4.0245836780732","3.77051609580947","3.53493923584277","3.38263628932231","3.06023040001589","2.81998468650555","2.74264593046068","2.60226774719864","2.61325593982606","2.46205469116783","","","",
"United Arab Emirates","ARE","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.144778291021272","0.112628589587084","0.0903556329546234","0.0850324624907724","0.0564484749000122","0.0571802897937895","0.0527735675539873","0.0518845180645824","0.0498463219041295","0.0452778276404761","0.0416874138749609","0.0420601321180342","0.0590525210459011","0.0660156299884916","0.0733044130383076","0.0803874428376934","0.0821884397336769","0.0908042627528881","0.0964814633407842","0.0988812845358117","0.0970408240217303","","","",
"Argentina","ARG","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","6.72216754479867","6.35712471968607","5.88876788317297","6.507787603872","5.26090040788947","4.87760480737212","5.18702269835785","5.38309352383903","4.68654973744523","5.145647743774","5.08787860770649","4.67479562464074","4.93332283833046","4.80315124364577","4.9176474264981","4.037450234052","4.10526773730019","3.81036098883616","3.36028383986007","3.73657960371938","3.79199730997203","3.71482536976233","3.92842293321171","4.38943579590524","4.88944778220994","4.79878089553374","4.57675899535771","5.00973276894761","4.88939384428407","4.79954602477084","5.16035016683799","5.20693478703098","5.24987936099632","3.19861089314031","3.39002421136573","3.82105774141742","3.47268019811009","2.90669777535706","3.00723192133461","3.50359034983462","3.84031941461973","4.12370896319191","","","",
"Armenia","ARM","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.194562574759408","0.183104085016813","0.353822946174609","0.650206564641643","1.00989877799491","0.829067401021148","0.753544257600853","0.71311290945448","0.693882307899595","0.71373172719151","0.608061153578874","0.446467522042932","0.523082236095286","0.602659880265514","0.600786249465928","0.328860951762284","0.525445655615007","0.298824402018195","0.283779496839812","0.326626099896629","0.343297069350438","0.313892610802251","0.286975100660093","","","",
"American Samoa","ASM","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","13.0011852599591","12.5313950465233","11.689425472807","11.2936139289826","10.451476125867","10.1496563093391","9.2880147230757","8.99474038510684","8.44792590801077","8.18243226552095","6.96485116433757","6.89257571225082","6.8225981107244","6.18220371726706","6.24191439225451","6.12199719390726","6.00951100384099","5.6057847144813","5.53494489158468","5.21484796329351","5.19044514779129","5.46189797043799","5.43401644554661","5.6072672336701","5.29604936604484","5.43176329455666","4.78184255209033","4.65008238621269","4.73543749203681","4.57281001427176","4.58591978331545","4.6190312549191","4.04345754189374","4.58877478749258","4.47656512318875","4.60652116994459","4.92722417982125","5.00390287050382","4.76805286196592","4.67860166524106","4.65760393801428","4.80946418961963","4.94640979088744","4.73171516208372","4.58761023744761","4.49564496587876","4.50537643897549","4.52366426902782","4.65987447183649","3.40272778081102","3.40674075620733","3.30033151294614","3.94458788622771","3.99032386956317","","",
"Austria","AUT","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","7.0967239889228","6.1645391776292","5.76937288257158","5.77485293550249","4.49149697860555","4.47022027993659","4.94805236939019","4.54541315138202","3.94436226817062","3.68607890057477","3.70863172435838","3.57670927992153","3.25651785634554","3.33661173870901","3.37782174948143","3.509570002566","3.33084403456717","3.45058485481737","3.84605170592795","4.36806969587558","4.91096194595529","5.73251951600028","6.60315939694622","6.71034036247667","7.55743745958538","8.07089849352527","9.24706276174892","9.5405271143445","13.5970201936677","11.6059804257894","10.0779004239869","10.3488705323373","10.7142196198398","10.8766709682262","10.6162192260948","10.7921419288628","11.0438231153547","10.6656204799412","10.2160377062715","11.4872686367392","10.9812110476025","11.2001191381742","10.7289098515306","10.6457800670379","10.9559805247387","12.277035517895","13.5911642542368","15.0942161232783","16.3789735465713","17.9879802349638","18.5146074758276","18.8033815506822","19.8739006880179","19.6984066158409","","",
"Azerbaijan","AZE","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0744998914030488","0.0763675757686297","0.0956871894590961","0.108386060955153","0.121041189417905","0.130364255351102","0.155872294669782","0.163263871179568","0.158696135532116","0.172170567900277","0.168073208209905","0.122275762163594","0.103707329403909","0.19738621793646","0.0937616219477905","0.186212027887862","0.181367643072348","0.725881464347758","0.641493932464313","0.61374994565267","0.777480873927344","0.768805833278734","0.718053576259431","","","",
"Burundi","BDI","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0187459676110298","0.036621203852103","0.0451430655203958","0.0396764065788533","0.0955367537336756","0.141093656397034","0.148064188909755","0.12270309635439","0.12864183202472","0.139327328909705","0.278606471087722","0.274841512851576","0.357929820670519","0.44463872094599","0.423218459720795","0.457276672592112","0.858753661674056","1.56256526764453","1.55395316394013","1.59781402709471","1.50713316464959","1.44179871933067","1.68029298875525","1.57075665736735","1.56093949047894","1.61440211735905","1.74292050967679","1.76810796958443","2.0299521789832","2.05464848339497","2.37341386556907","2.51777262239541","2.73717347623605","3.25836220555953","3.61288431194705","4.02915183388347","4.9007787944023","5.13589650860363","8.89682014889949","9.52545614883591","8.57688821809847","","",
"Benin","BEN","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","90.7026203236626","88.3025949497236","88.1859548518603","88.049014065388","87.304331603351","91.8623851461016","90.56815050718","89.0927672798433","89.6160162357026","89.5771690510517","91.861053283299","90.9824905509105","90.7646155196018","90.9184706881903","89.0176344297916","90.5048692813395","91.6449585566688","91.6974436290762","93.5760765415139","94.1463840391497","95.0490494265018","95.0037898732273","95.0317623721181","95.1304408447408","95.0271516975902","85.6123363215418","81.5758965242335","81.6654135594529","77.7604592643305","72.8828801565566","70.6667058721982","68.3187126358726","66.0659280958186","65.1782269057882","66.8993732207411","61.9569404468992","58.7777407672165","59.187122446657","58.0325448045768","56.2448266800972","56.0658782327229","55.4699927767294","","","",
"Burkina Faso","BFA","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","78.3556002355313","79.0373116856027","75.3405035523688","74.2321174882417","74.7577353080692","71.9807250751656","72.1939572363643","71.1915686747869","69.9381388426894","67.2572301318283","66.6656869156704","64.5493235726845","66.0073901736289","64.2721421854461","62.0425151618033","60.557881079563","55.7117039390795","55.320741587209","54.2826852909774","53.888253879813","54.7649039792405","52.7654383619861","50.1797278841347","49.2608240402929","45.3989336272275","43.5347489402209","43.0654344062704","41.9530542431676","42.3287283684283","41.6888984699277","38.8044221907005","38.5562323634807","37.1836269728243","37.0004017118065","36.1477551224529","34.2640687794557","33.0939429896893","31.8638066927999","30.5172170115333","28.3960337704634","27.7184676645003","26.7998065957319","","","",
