"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Andorra","AND","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Andorra","AND","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06","","1.32","","1.48","","1.35","",
"Andorra","AND","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24","","1.49","","1.67","","1.51","",
"Afghanistan","AFG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.36011","","","","","","","","","","24.28065","","","","","","","","","","29","","32","","","",
"Afghanistan","AFG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8728599036184","","","","","","","","","","88.2907068430258","","","","","","","","","","80.6373337923318","","83","","","",
"Afghanistan","AFG","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3892543315887","","4.28346991539","","","",
"Afghanistan","AFG","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9817674967214","","67.9901879616506","","","",
"Afghanistan","AFG","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1117668151855","","","","","","","","","","13.7085556983948","","","","","","","","","","18.6112284660339","","19.480961561203","","","",
"Afghanistan","AFG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","","0.58","","0.65","","0.96","","1","","1.21","","1.19","",
"Afghanistan","AFG","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34","","0.53","","0.68","","1.05","","1.15","","1.28","","1.07","",
"Angola","AGO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","0.6","","","","","","","","","","5.5","","6","","","",
"Angola","AGO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7936786560414","","","","","","","","","","62.7712903423357","","","","","","","","","","55.346691447267","","83","","","",
"Angola","AGO","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8809321381616","","","","",
"Angola","AGO","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8809321381616","","","","",
"Angola","AGO","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-136.789917179727","-153.693308526423","-182.757279174801","-187.075366914788","-176.525498954844","-173.974390517597","-166.830016687007","-130.490939691978","-145.520957591765","-147.653491946298","-124.340308114205","-129.536934935785","-177.162712311364","-203.69559765004","-215.487057463691","-263.269770887141","-331.783550046493","-403.089252529376","-394.395232764759","-387.018022299596","-397.266037863952","-440.718544685688","-386.724353281047","-418.093192540974","-469.11682086203","-500.369788926484","-509.598592836833","-527.237898108683","-501.643302943705","-483.423565190778","-452.470979615129","-520.886251499911","-471.93745343792","-519.10670089482","-678.79853898999","-698.653393675963","-785.553023956334","-807.916764354463","-696.362715107159","-638.270016210161","-558.293796418039","-521.441621038878","-538.266122509793","","",
"Angola","AGO","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0021073818207","","9.7953259944916","","","",
"Angola","AGO","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.9501458877883","","67.3851856984795","","","",
"Angola","AGO","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0510911941528","","","","","","","","","","20.932137966156","","","","","","","","","","40.4964327812195","","44.2952215671539","","","",
"Angola","AGO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","1.35116605916565","1.41064579258248","1.69472978835487","1.74859337383873","1.98256988619515","0.903806309259497","0.916739309108117","1.02803784867323","1.06582192891216","1.12139734392974","1.11404614724437","1.1977335189696","1.06744615633057","1.09858951359899","1.20808494709243","1.19432920464363","1.16616756129073","1.12066406307365","1.11030859523597","1.05980531537834","1.10211733286676","1.19254500891685","1.22001993092398","1.21032745671157","1.20957968356208","1.19989839703831","1.10328653296935","1.32972749046756","1.06090942584439","1.04594896811357","1.10961153320043","1.18388634074484","1.18530341928373","1.61214388893025","2.08921847700556","2.28015945894589","1.99338607455402","2.30452565114794","2.08929776293501","2.37366911652682","2.45911109287444","2.18967324813985","2.38068197950087","","",
"Angola","AGO","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","15.834196369121","21.2608056842657","20.1069410228998","20.9261042279001","17.82626378517","16.8222447142506","14.22482628079","20.3840290081998","19.9556566271436","19.9630642352265","19.1593948140793","16.6165495845697","17.6234054770716","17.0652488118416","20.307574107072","19.8912888219892","20.3842360205843","22.0179649033579","22.1032510621213","25.4803884173733","25.4828610894249","24.0980759316387","24.9646618214416","24.4396830159153","22.6215623675069","23.1755360099238","23.3864782668681","21.5075544741917","23.8716901775772","24.1827823560123","25.4079625810908","26.6232550117771","29.8552727266266","29.4774672094753","24.9834441418099","29.1321485670284","31.8019256966088","34.6447610013559","38.071437864859","38.9565256409454","39.5575837910838","44.1787049222739","41.3195877980427","","",
"Angola","AGO","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9038908893476","","","","",
"Angola","AGO","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","82.8146375717133","77.3285485231518","78.1983049797031","77.3253023982612","80.1911905950961","82.2739489764899","84.8584344101019","78.5879557831431","78.9785214439442","78.9155384208437","79.7265590386764","82.1857168964607","81.3091483665978","81.8361829296287","78.4843409458356","78.9143819733672","78.449596418125","76.8613896226947","76.7864403426428","73.4598062672484","73.415038177861","74.7093460432483","73.8153341872729","74.3499895273732","76.1688266936421","75.6245505094628","75.5102498617776","77.1627180353408","75.0674003965784","74.7712820116168","73.4824385724932","72.1928466036284","68.9594349601315","68.9103889015944","72.9273373811846","68.587682025252","66.2046882288372","63.0507218978503","59.839264372206","58.6697977888946","57.9833122521324","53.6316154322705","56.2997302224564","","",
"Angola","AGO","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","598.160973461569","629.301934362907","611.93428653754","609.474578006799","579.811501752978","557.921711983876","535.252462233314","572.356931759296","563.095743153237","555.660592185778","540.50294482787","514.415934308796","510.121370563352","498.126082195737","512.068237838716","503.575226712691","502.598458910769","510.150590275644","508.213295047256","528.686621968086","525.10025781515","511.237051723732","512.27056633471","502.782507593994","490.614188847587","493.841366728907","494.1744842075","483.20271558976","496.301769424057","497.963029591388","506.478433077974","515.403456402902","539.446103815769","539.758607730334","509.923439711913","542.108669179197","561.550105512918","589.420121739212","620.638746306488","632.248118916752","638.642145744456","689.050937615492","654.905480599323","","",
"Angola","AGO","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","","0.15","","0.13","","0.29","","0.36","","0.39","","0.43","","0.42","","0.51","",
"Angola","AGO","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38","","0.3","","0.19","","0.39","","0.5","","0.53","","0.65","","0.63","","0.76","",
"Albania","ALB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Albania","ALB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Albania","ALB","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37978043378695","3.51240861186528","4.59294022761574","5.25945597528179","5.4700728770286","6.73569122566328","7.01138391952644","7.45072324464448","7.61037579430249","6.55916998059654","7.08730610582914","7.73893251165871","7.41905654086962","7.9956012226353","7.9011662376831","8.6159727642115","10.2519634339491","11.2646339515308","12.5811509550578","12.9286941029286","12.8407535163758","12.5140806743608","15.1050975399615","13.0062803067023","","",
"Albania","ALB","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.29152180477503","5.32202556148751","6.80415040875887","7.61047815143809","7.75030581859986","9.34852482668625","9.55669849309624","9.98464190061939","10.0890981694138","8.5644478286988","9.0481538732404","9.65992587653902","9.12063570178096","9.6372403524869","9.26855672035717","9.79199791956896","10.8455821068263","11.7332633216885","12.4012728752794","12.4465937145035","12.937173752581","12.5140806743608","14.2753544826533","12.382763242185","","",
"Albania","ALB","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-41.6994116955347","-53.6342346880178","-72.518525326366","-49.2182729217977","-47.1951746887382","-41.3904654424333","-37.4069647498638","-34.8533228785624","-50.5439748153341","-12.2582455738246","-0.076429152845332","1.12902956141801","0.851841942518857","-2.26409505682723","-3.81586152482845","-3.31119577155409","-2.51956377512792","0.420610677858244","-0.656852072641821","7.9650583526857","-2.78362383080424","-3.37625065068072","-0.0977559707408288","9.33073227807364","6.63591634528518","6.29130250916267","8.69985703820492","16.6226723052943","38.720022444697","44.0727544110467","50.4719740682095","51.9545806053006","49.0146346811438","46.0038161805316","47.7661709472783","40.9091393877341","47.9983914429519","44.1390942856169","40.8815351204371","23.2305711891075","33.7162019941287","16.0567053190265","12.2845971636533","","",
"Albania","ALB","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.2936408519745","","41.6966319084167","","","",
"Albania","ALB","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.372341923974","","79.1453501098043","","","",
"Albania","ALB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1343741416931","","","","","","","","","","50.5779564380646","","","","","","","","","","60.2636188268661","","62.0864123106003","","","",
"Albania","ALB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","3.50444575618605","3.98633521370928","5.53273763822282","6.1230313057775","6.91916245952089","7.45971570904735","8.14872719207006","7.9567283505864","10.2637591614659","8.25965463118542","9.72700960277978","9.98508275079277","9.67546752161423","7.96470500322404","6.74108181151762","11.9867517847337","10.1345385495896","8.66995851177501","9.14789279975118","9.16372686460897","16.1690247429667","20.4268465527359","21.4149444158498","22.9139214158182","27.1956805125856","34.7079221877643","35.7122032882039","32.3990911234486","26.0695155781657","22.4674867312745","17.2249080254943","15.4176062141731","21.4252178604729","21.7701924160339","21.428976857148","22.7538390237565","12.1866025224829","16.2117811993438","21.4583398333537","31.1499634949521","16.4033643939296","21.0182950705298","26.3205760835958","","",
"Albania","ALB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","74.6607032875427","77.1741106583994","74.3666339192289","75.3974630495873","75.7464247641652","76.1939197382069","75.8818779112211","78.0247036369265","75.0118130475276","80.9287927914084","78.0379104914866","77.836534442498","78.8759441227688","81.0974774748578","81.4337623759461","77.0583127402526","78.6375113710156","80.3814035334453","79.6938123131685","76.5939750800565","69.8249960719512","56.079290645733","53.4789779579446","54.8469148031933","49.5416411855723","45.453763744009","41.4493402366839","44.0945225488965","57.1696779014208","58.0171797316142","59.9724819682853","62.3799758757735","64.5283712223687","65.5782732614305","66.4866805505628","63.5505564378669","65.1223924710814","63.1343189131038","62.9289895233854","63.0060071058106","61.7657481960022","57.6323624250607","56.377338377529","","",
"Albania","ALB","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188.981551412603","187.898383509549","146.969120305265","131.39778869361","129.02716659259","106.968748389629","104.638646989062","100.153817227833","99.1168866838479","116.761759777329","110.519782710312","103.520463074017","109.641480341632","103.764144446387","107.891663197532","102.124204704081","92.203441931493","85.2277812730525","80.6368838148372","80.3432668357082","77.2966351944138","79.9099850817509","70.0507998743674","80.7574190382039","","",
"Albania","ALB","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","21.8348509562713","19.3179143535364","21.4114012459249","20.5424414245523","18.8609027093348","17.1236997998568","16.1545932419832","14.4594648252083","16.5795072246344","12.211494040319","13.9094012308023","13.9357573708488","13.1871489259071","12.682550271803","13.8031727760097","12.8735241625481","13.194353081554","12.8660834189453","12.9622794740207","13.5794723059983","19.397186127521","26.7231534840777","26.0302134326171","23.3632888040398","23.7413843812739","21.2324499577107","23.7475976884952","21.0111098521851","14.9978671812152","14.6284615083616","14.3561560237622","13.0044214199556","10.0480513739079","10.7572052111367","10.6119974028839","11.1483427091029","10.6461912409909","10.4643453455939","9.925081947529","9.71076915496381","9.2940913066231","10.3780806989695","8.6871363955275","","",
"Albania","ALB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","785.161525934329","865.59248120703","762.725361728214","776.934748974948","826.952081040206","890.953359858712","923.728867504315","1010.81922139014","864.199459705589","1149.53609603604","989.200148492914","966.683283781289","1000.12201296783","1018.26314225619","916.555190602146","963.927169506077","921.893044018284","927.744518727469","896.437762376845","813.255695500012","572.781843950789","418.286629757142","412.378880465233","441.249295409311","417.034843013203","447.848870261137","384.594958328053","417.521327907995","561.801132149031","570.845447449958","582.591572437245","645.08015378514","648.168387059418","715.414483080102","719.584378082987","689.300452089809","679.861765101008","697.00411968321","722.583867090188","724.562919388497","770.340266732765","685.899170794994","800.371440819006","","",
"Albania","ALB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43","","0.3","","0.51","","1.02","","1.29","","1.31","","1.4","","1.79","","1.71","",
"Albania","ALB","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86","","0.57","","0.8","","1.23","","1.44","","1.36","","1.46","","1.81","","1.76","",
"Arab World","ARB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.6806359009686","","","","","","","","","","65.8690552601244","","","","","","","","","","71.9699034133866","","73.909832818946","","","",
"Arab World","ARB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.8423536463861","","","","","","","","","","91.6546179270508","","","","","","","","","","93.8284627722688","","95.1514073830145","","","",
"Arab World","ARB","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.52822163180568","6.15542720774043","6.07765624171877","6.03205392642975","6.00959210064224","6.17903108676738","6.31874958468807","6.56843165605655","6.95364537642013","7.16441243691706","7.34831121288748","7.2598127014858","7.04784301655804","7.29303641710209","7.72988585853117","8.04007652101479","8.35349505468824","8.64943141358311","8.70691954201857","8.43502400459346","8.41418224042608","8.79302893443946","8.77404706670761","9.06726740718338","","",
"Arab World","ARB","GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1003990484236","9.21683180164623","8.89755709492083","8.62557139523948","8.41438272886925","8.47486590244517","8.51112208464061","8.69855845884878","9.10983106839522","9.24448242116457","9.27081399079782","8.95508454490365","8.56217677460998","8.68683327625413","8.96077418825863","9.02981217133897","9.10216969186424","9.18031015119072","9.06353531457559","8.7143239440955","8.58790375804992","8.79302893443946","8.61931102523372","8.7765843983635","","",
"Arab World","ARB","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-1481.22593391442","-1538.86245239741","-1585.5966350108","-1463.39803749085","-1237.35179447471","-1290.91784894687","-1206.17120486491","-1024.20606588871","-970.287447676243","-795.896903909929","-570.501228999347","-376.906091465602","-307.484383637576","-308.068941825582","-258.71501865394","-303.09070588198","-276.133455439771","-296.563890227999","-301.115248960085","-332.487801196653","-316.365432171691","-307.774127519671","-300.543152019282","-281.979687069136","-279.453594066259","-268.7260541139","-276.233222465905","-290.989741824466","-281.951191688912","-293.994114855105","-269.019971332873","-236.49702351411","-254.1667794845","-255.803795296801","-253.477723801222","-240.320780391477","-225.242423313818","-215.328199875258","-182.610516337443","-178.465003351673","-186.39562898993","-182.100218479365","-178.144740987286","","",
"Arab World","ARB","Access to non-solid fuel, rural (% of rural population)","EG.NSF.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.5525979135438","","75.0058899744061","","","",
"Arab World","ARB","Access to non-solid fuel, urban (% of urban population)","EG.NSF.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.541573792905","","94.9700537500597","","","",
"Arab World","ARB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.223510240479","","","","","","","","","","81.5652090422749","","","","","","","","","","86.0036663142675","","86.58520560863","","","",
